Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Unit,Y1990,Y1990F,Y1991,Y1991F,Y1992,Y1992F,Y1993,Y1993F,Y1994,Y1994F,Y1995,Y1995F,Y1996,Y1996F,Y1997,Y1997F,Y1998,Y1998F,Y1999,Y1999F,Y2000,Y2000F,Y2001,Y2001F,Y2002,Y2002F,Y2003,Y2003F,Y2004,Y2004F,Y2005,Y2005F,Y2006,Y2006F,Y2007,Y2007F,Y2008,Y2008F,Y2009,Y2009F,Y2010,Y2010F,Y2011,Y2011F,Y2012,Y2012F,Y2013,Y2013F,Y2014,Y2014F,Y2015,Y2015F,Y2016,Y2016F,Y2017,Y2017F,Y2018,Y2018F,Y2019,Y2019F,Y2020,Y2020F
"126","'440","Lithuania","1312","Insecticides – Carbamates","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,"0.000000","A","0.000000","A","0.000000","A","0.000000","A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000000","A","0.000000","A","0.000000","A",,
"126","'440","Lithuania","1313","Insecticides – Pyrethroids","5157","Agricultural Use","tonnes",,,,,"2.000000","A","1.000000","A","1.000000","A","1.000000","A","1.000000","A","1.000000","A","1.000000","A","2.000000","A","3.000000","A","4.000000","A",,,,,,,,,,,"7.300000","A","9.700000","A","9.600000","A","10.560000","A","10.900000","A","10.900000","A","14.350000","A","11.700000","A","11.500000","A","12.000000","A","13.000000","A","16.000000","A","20.500000","A","17.300000","A"
"126","'440","Lithuania","1314","Insecticides – Botanical products and biologicals","5157","Agricultural Use","tonnes",,,,,"2.000000","A","1.000000","A","1.000000","A","0.000000","A","0.000000","A","0.000000","A",,,,,"0.000000","A","0.000000","A",,,,,,,,,,,"0.300000","A","0.300000","A","0.500000","A","0.430000","A","0.030000","A",,,,,"0.000000","A","0.000000","A","0.000000","A","0.000000","A","0.000000","A",,,,
"126","'440","Lithuania","1315","Insecticides – Other","5157","Agricultural Use","tonnes",,,,,"4.000000","A","0.000000","A","0.000000","A","0.000000","A","0.000000","A","0.000000","A","0.000000","A","0.000000","A","1.000000","A","1.000000","A",,,,,,,,,,,"25.000000","A","11.200000","A","11.200000","A","0.100000","A","8.100000","A","26.300000","A","21.810000","A","26.900000","A","18.900000","A","31.000000","A","39.000000","A","39.000000","A","54.100000","A","66.900000","A"
"126","'440","Lithuania","1316","Mineral Oils","5157","Agricultural Use","tonnes",,,,,"0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.400000","A","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I"
"126","'440","Lithuania","1320","Herbicides","5157","Agricultural Use","tonnes",,,,,"906.000000","A","672.000000","A","555.000000","A","573.000000","A","729.000000","A","703.000000","A","594.000000","A","551.000000","A","482.000000","A","533.000000","A","577.200000","A","579.700000","A","725.800000","A","733.100000","A","858.900000","A","1996.200000","A","1878.750000","A","1768.000000","A","1275.100000","A","1518.100000","A","1715.200000","A","1421.920000","A","1394.200000","A","1371.500000","A","1433.000000","A","1252.000000","A","1054.000000","A","1199.220000","A","1487.100000","A"
"126","'440","Lithuania","1321","Herbicides – Phenoxy hormone products","5157","Agricultural Use","tonnes",,,,,"186.000000","A","167.000000","A","195.000000","A","208.000000","A","307.000000","A","368.000000","A","324.000000","A","345.000000","A","302.000000","A","312.000000","A",,,,,,,,,,,"339.000000","A","194.500000","A","223.000000","A","170.210000","A","181.100000","A","411.300000","A","370.200000","A","409.800000","A","212.200000","A","225.000000","A","236.000000","A","221.000000","A","196.800000","A","201.300000","A"
"126","'440","Lithuania","1322","Herbicides – Triazines","5157","Agricultural Use","tonnes",,,,,"70.000000","A","45.000000","A","33.000000","A","29.000000","A","28.000000","A","15.000000","A","14.000000","A","10.000000","A","9.000000","A","6.000000","A",,,,,,,,,,,"2.400000","A","1.950000","A","3.900000","A","24.450000","A","21.000000","A","40.400000","A",,,"0.000000","A","0.000000","A","0.000000","A","0.000000","A","0.000000","A",,,,
"126","'440","Lithuania","1323","Herbicides – Amides","5157","Agricultural Use","tonnes",,,,,"8.000000","A","10.000000","A","3.000000","A","2.000000","A","4.000000","A","10.000000","A","15.000000","A","18.000000","A","11.000000","A","12.000000","A",,,,,,,,,,,"134.700000","A","234.000000","A","199.500000","A","149.000000","A","169.700000","A","325.100000","A","329.840000","A",,,,,,,,,,,"6.800000","A","8.700000","A"
"126","'440","Lithuania","1324","Herbicides – Carbamates","5157","Agricultural Use","tonnes",,,,,"32.000000","A","9.000000","A","9.000000","A","10.000000","A","14.000000","A","11.000000","A","15.000000","A","18.000000","A","14.000000","A","15.000000","A",,,,,,,,,,,"26.300000","A","17.500000","A","29.500000","A","5.400000","A","38.000000","A","14.500000","A","11.070000","A","11.700000","A","0.000000","A","0.000000","A","0.000000","A","0.000000","A",,,,
"126","'440","Lithuania","1325","Herbicides – Dinitroanilines","5157","Agricultural Use","tonnes",,,,,"2.000000","A","2.000000","A","1.000000","A","2.000000","A","2.000000","A","5.000000","A","1.000000","A","1.000000","A","3.000000","A","2.000000","A",,,,,,,,,,,"10.200000","A","16.200000","A","17.600000","A","6.000000","A","3.000000","A",,,,,"18.800000","A",,,,,,,"33.000000","A",,,,
"126","'440","Lithuania","1326","Herbicides – Urea derivates","5157","Agricultural Use","tonnes",,,,,"33.000000","A","33.000000","A","2.000000","A","6.000000","A","2.000000","A","29.000000","A","12.000000","A","17.000000","A","13.000000","A","14.000000","A",,,,,,,,,,,"0.600000","A","1.200000","A","27.000000","A","15.630000","A","15.000000","A",,,,,,,,,,,,,,,,,,
"126","'440","Lithuania","1328","Herbicides – Sulfonyl ureas","5157","Agricultural Use","tonnes",,,,,,,"0.000000","A","0.000000","A","0.000000","A","1.000000","A","6.000000","A","2.000000","A","4.000000","A","7.000000","A","8.000000","A",,,,,,,,,,,"14.200000","A","11.000000","A","10.500000","A","13.100000","A","10.800000","A","13.900000","A","12.040000","A","15.500000","A","18.900000","A","19.000000","A","20.000000","A","25.000000","A","10.400000","A","11.400000","A"
"126","'440","Lithuania","1329","Herbicides – Bipiridils","5157","Agricultural Use","tonnes",,,,,,,,,"1.000000","A","1.000000","A","1.000000","A","1.000000","A","1.000000","A","1.000000","A","1.000000","A","1.000000","A",,,,,,,,,,,"2.200000","A","4.300000","A","7.700000","A","8.460000","A","11.200000","A","25.900000","A","19.450000","A","18.200000","A","28.000000","A",,,,,"44.000000","A",,,,
"126","'440","Lithuania","1330","Herbicides – Uracil","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,"1.000000","A","0.000000","A","2.000000","A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"126","'440","Lithuania","1327","Herbicides – Other","5157","Agricultural Use","tonnes",,,,,"575.000000","A","406.000000","A","311.000000","A","315.000000","A","370.000000","A","258.000000","A","209.000000","A","137.000000","A","120.000000","A","163.000000","A",,,,,,,,,,,"1466.600000","A","1398.100000","A","1249.300000","A","882.850000","A","1068.300000","A","869.200000","A","621.910000","A","644.300000","A","791.200000","A","851.000000","A","649.000000","A","462.000000","A","618.800000","A","1092.600000","A"
"126","'440","Lithuania","1331","Fungicides and Bactericides","5157","Agricultural Use","tonnes",,,,,"272.000000","A","200.000000","A","132.000000","A","141.000000","A","223.000000","A","194.000000","A","112.000000","A","54.000000","A","110.000000","A","102.000000","A","132.700000","A","130.100000","A","155.100000","A","175.200000","A","201.400000","A","330.300000","A","362.400000","A","363.400000","A","156.080000","A","242.700000","A","488.900000","A","540.790000","A","604.800000","A","736.000000","A","741.000000","A","690.000000","A","677.000000","A","575.100000","A","592.700000","A"
"126","'440","Lithuania","1332","Fung & Bact – Inorganics","5157","Agricultural Use","tonnes",,,,,"53.000000","A","29.000000","A","26.000000","A","24.000000","A","22.000000","A","11.000000","A","16.000000","A","2.000000","A","5.000000","A","5.000000","A",,,,,,,,,,,"8.700000","A","4.900000","A","3.800000","A","1.440000","A","1.300000","A","3.100000","A",,,,,,,"0.000000","A","0.000000","A",,,,,,
"126","'440","Lithuania","1333","Fung & Bact – Dithiocarbamates","5157","Agricultural Use","tonnes",,,,,"81.000000","A","63.000000","A","17.000000","A","13.000000","A","33.000000","A","46.000000","A","24.000000","A","8.000000","A","23.000000","A","17.000000","A",,,,,,,,,,,"52.000000","A","60.100000","A","38.500000","A","27.000000","A","22.500000","A","65.300000","A","38.150000","A","49.300000","A","39.000000","A","65.000000","A","47.000000","A","54.000000","A","16.600000","A","22.500000","A"
"126","'440","Lithuania","1334","Fung & Bact – Benzimidazoles","5157","Agricultural Use","tonnes",,,,,"2.000000","A","7.000000","A","13.000000","A","7.000000","A","19.000000","A","15.000000","A","6.000000","A","3.000000","A","8.000000","A","5.000000","A",,,,,,,,,,,,,,,,,,,"7.400000","A","10.900000","A","10.210000","A","8.700000","A",,,,,,,,,,,,
"126","'440","Lithuania","1335","Fung & Bact – Triazoles, diazoles","5157","Agricultural Use","tonnes",,,,,"40.000000","A","29.000000","A","15.000000","A","22.000000","A","33.000000","A","40.000000","A","25.000000","A","10.000000","A","29.000000","A","28.000000","A",,,,,,,,,,,"141.100000","A","134.800000","A","160.200000","A","96.130000","A","124.600000","A","254.500000","A","295.580000","A","305.200000","A","372.400000","A","333.000000","A","326.000000","A","312.000000","A","269.500000","A","304.800000","A"
"126","'440","Lithuania","1336","Fung & Bact – Diazines, morpholines","5157","Agricultural Use","tonnes",,,,,,,"0.000000","A",,,,,,,"1.000000","A","1.000000","A","1.000000","A","2.000000","A","1.000000","A",,,,,,,,,,,"22.500000","A","18.300000","A","21.900000","A","10.520000","A","18.600000","A","16.100000","A",,,,,,,,,,,,,,,,
"126","'440","Lithuania","1337","Fung & Bact – Other","5157","Agricultural Use","tonnes",,,,,"96.000000","A","72.000000","A","61.000000","A","75.000000","A","116.000000","A","81.000000","A","40.000000","A","30.000000","A","43.000000","A","46.000000","A",,,,,,,,,,,"106.000000","A","144.300000","A","139.000000","A","20.990000","A","68.300000","A","139.000000","A","171.250000","A","219.200000","A","288.100000","A","306.000000","A","288.000000","A","260.000000","A","247.600000","A","243.100000","A"
"126","'440","Lithuania","1352","Fungicides – Seed treatments","5157","Agricultural Use","tonnes",,,,,"0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","67.000000","A","56.000000","A","53.000000","A","33.000000","A","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","52.900000","A","40.900000","A","59.700000","A","53.100000","A","33.400000","A","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I"
"126","'440","Lithuania","1317","Seed Treat Fung – Dithiocarbamates","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,"20.000000","A","15.000000","A","13.000000","A","5.000000","A",,,,,,,,,,,"24.500000","A","16.800000","A","29.000000","A","23.840000","A","14.000000","A",,,,,,,,,,,,,,,,,,
"126","'440","Lithuania","1318","Seed Treat Fung – Benzimidazoles","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,"4.000000","A","4.000000","A","4.000000","A","3.000000","A",,,,,,,,,,,"0.300000","A","0.400000","A","0.400000","A","0.210000","A","10.000000","A",,,,,,,,,,,,,,,,,,
"126","'440","Lithuania","1319","Seed Treat Fung – Triazoles, diazoles","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,"2.000000","A","3.000000","A","5.000000","A","3.000000","A",,,,,,,,,,,"10.400000","A","5.500000","A","6.800000","A","4.670000","A","3.400000","A",,,,,,,,,,,,,,,,,,
"126","'440","Lithuania","1339","Seed Treat Fung – Other","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,"41.000000","A","34.000000","A","31.000000","A","22.000000","A",,,,,,,,,,,"17.700000","A","18.200000","A","23.500000","A","24.380000","A","6.000000","A",,,,,,,,,,,,,,,,,,
"126","'440","Lithuania","1353","Insecticides – Seed Treatments","5157","Agricultural Use","tonnes",,,,,"0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.060000","A","0.070000","A","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","2.200000","A","5.000000","A","2.700000","A","1.870000","A","1.810000","A","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I"
"126","'440","Lithuania","1343","Seed Treat Insect – Pyrethroids","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,"0.060000","A","0.070000","A",,,,,,,,,,,,,,,,,"0.040000","A","0.010000","A",,,,,,,,,,,,,,,,,,
"126","'440","Lithuania","1344","Seed Treat Insect – Other","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.200000","A","5.000000","A","2.700000","A","1.830000","A","1.800000","A",,,,,,,,,,,,,,,,,,
"126","'440","Lithuania","1341","Plant Growth Regulators","5157","Agricultural Use","tonnes",,,,,"150.000000","A","53.000000","A","19.000000","A","18.000000","A","24.000000","A","28.000000","A","35.000000","A","31.000000","A","36.000000","A","51.000000","A","60.200000","A","99.200000","A","110.900000","A","123.300000","A","125.700000","A","294.500000","A","397.300000","A","513.800000","A","278.070000","A","243.200000","A","313.500000","A","513.050000","A","502.900000","A","599.500000","A","1117.000000","A","998.000000","A","262.000000","A","467.600000","A","393.300000","A"
"126","'440","Lithuania","1345","Rodenticides","5157","Agricultural Use","tonnes",,,,,"0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.020000","A","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.020000","A","0.000000","I","1.000000","A","1.340000","A","1.200000","A","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I"
"126","'440","Lithuania","1346","Rodenticides – Anti-coagulants","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,"0.020000","A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"126","'440","Lithuania","1347","Rodenticides – Other","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.020000","A",,,"1.000000","A","1.340000","A","1.200000","A",,,,,,,,,,,,,,,,,,
"126","'440","Lithuania","1355","Other Pesticides nes","5157","Agricultural Use","tonnes",,,,,"0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","16.300000","A","31.100000","A","26.100000","A","10.100000","A","4.000000","A","14.100000","A","16.600000","A","18.900000","A","25.380000","A","0.300000","A","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I"
"256","'442","Luxembourg","1357","Pesticides (total)","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,"154.250000","E","154.250000","E","154.250000","E","154.250000","E","154.250000","E","154.250000","E","154.250000","E","154.250000","E","154.250000","E","154.250000","E","154.250000","E","154.250000","E","154.250000","E","155.180000","E","131.320000","E","121.130000","E","168.350000","E","144.100000","E","147.660000","E","135.230000","E","131.860000","E"
"256","'442","Luxembourg","1309","Insecticides","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,"35.450000","I","35.450000","I","35.450000","I","35.450000","I","35.450000","I","35.450000","I","35.450000","I","35.450000","I","35.450000","I","35.450000","I","35.450000","I","35.450000","I","35.450000","A","26.360000","A","27.000000","A","26.380000","A","18.810000","A","19.800000","A","24.150000","A","17.370000","A","16.170000","A"
"256","'442","Luxembourg","1310","Insecticides – Chlorinated Hydrocarbons","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000000","A","0.000000","A","0.000000","A","0.000000","A","0.000000","A","0.000000","A"
"256","'442","Luxembourg","1311","Insecticides – Organo-phosphates","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.020000","A","0.000000","A","0.000000","A","0.000000","A","0.000000","A","0.000000","A"
"256","'442","Luxembourg","1312","Insecticides – Carbamates","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.380000","A","0.160000","A","0.080000","A","0.090000","A","0.080000","A","0.060000","A"
"256","'442","Luxembourg","1313","Insecticides – Pyrethroids","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.100000","A","0.110000","A","0.160000","A","0.130000","A","0.080000","A","0.090000","A"
"256","'442","Luxembourg","1314","Insecticides – Botanical products and biologicals","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.040000","A","0.000000","A","0.000000","A","0.000000","A","0.000000","A","0.000000","A"
"256","'442","Luxembourg","1315","Insecticides – Other","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.860000","A","18.540000","A","19.560000","A","23.930000","A","17.210000","A","16.020000","A"
"256","'442","Luxembourg","1316","Mineral Oils","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,"0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","I","0.000000","A","0.000000","A","0.000000","A","0.000000","A","0.000000","A","0.000000","A"
"256","'442","Luxembourg","1320","Herbicides","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,"66.000000","I","66.000000","I","66.000000","I","66.000000","I","66.000000","I","66.000000","I","66.000000","I","66.000000","I","66.000000","I","66.000000","I","66.000000","I","66.000000","I","66.000000","A","56.870000","A","50.980000","A","50.960000","A","54.390000","A","47.740000","A","40.280000","A","36.200000","A","38.140000","A"
"256","'442","Luxembourg","1321","Herbicides – Phenoxy hormone products","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.900000","A","3.160000","A","3.750000","A","3.370000","A","2.410000","A","3.310000","A"
"256","'442","Luxembourg","1322","Herbicides – Triazines","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.930000","A","5.270000","A","6.070000","A","5.360000","A","5.330000","A","5.860000","A"
"256","'442","Luxembourg","1323","Herbicides – Amides","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.830000","A","11.190000","A","10.540000","A","10.410000","A","9.030000","A","9.010000","A"
"256","'442","Luxembourg","1324","Herbicides – Carbamates","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.040000","A","0.110000","A","0.070000","A","0.060000","A","0.040000","A","0.040000","A"
"256","'442","Luxembourg","1325","Herbicides – Dinitroanilines","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.670000","A","4.350000","A","4.270000","A","2.710000","A","2.600000","A","1.900000","A"
"256","'442","Luxembourg","1326","Herbicides – Urea derivates","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.470000","A","8.270000","A","1.800000","A","0.550000","A","0.340000","A","0.380000","A"
"256","'442","Luxembourg","1328","Herbicides – Sulfonyl ureas","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.990000","A","0.670000","A","0.630000","A","0.620000","A","0.640000","A","0.750000","A"
"256","'442","Luxembourg","1329","Herbicides – Bipiridils","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.920000","A","0.660000","A","0.680000","A","0.660000","A","0.560000","A","0.000000","A"
"256","'442","Luxembourg","1330","Herbicides – Uracil","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000000","A","0.000000","A","0.000000","A","0.000000","A","0.000000","A","0.000000","A"
"256","'442","Luxembourg","1327","Herbicides – Other","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.250000","A","16.890000","A"
"256","'442","Luxembourg","1331","Fungicides and Bactericides","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,"38.690000","I","38.690000","I","38.690000","I","38.690000","I","38.690000","I","38.690000","I","38.690000","I","38.690000","I","38.690000","I","38.690000","I","38.690000","I","38.690000","I","38.690000","A","45.160000","A","37.400000","A","37.390000","A","86.540000","A","70.130000","A","76.110000","A","76.200000","A","74.830000","A"
"256","'442","Luxembourg","1332","Fung & Bact – Inorganics","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.750000","A","52.580000","A","38.660000","A","42.300000","A","47.510000","A","49.420000","A"
"256","'442","Luxembourg","1333","Fung & Bact – Dithiocarbamates","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.730000","A","5.890000","A","5.530000","A","6.830000","A","4.380000","A","4.670000","A"
"256","'442","Luxembourg","1334","Fung & Bact – Benzimidazoles","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000000","A","0.000000","A","0.000000","A","0.000000","A","0.000000","A","0.000000","A"
"256","'442","Luxembourg","1335","Fung & Bact – Triazoles, diazoles","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.730000","A","3.320000","A"
"256","'442","Luxembourg","1336","Fung & Bact – Diazines, morpholines","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.290000","A","2.840000","A","3.590000","A","2.840000","A","2.520000","A","1.750000","A"
"256","'442","Luxembourg","1337","Fung & Bact – Other","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.060000","A","15.670000","A"
"256","'442","Luxembourg","1341","Plant Growth Regulators","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,"7.920000","I","7.920000","I","7.920000","I","7.920000","I","7.920000","I","7.920000","I","7.920000","I","7.920000","I","7.920000","I","7.920000","I","7.920000","I","7.920000","I","7.920000","A","15.850000","A","6.360000","A","6.400000","A","8.610000","A","5.750000","A","6.580000","A","5.460000","A","2.720000","A"
"256","'442","Luxembourg","1345","Rodenticides","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,"0.010000","I","0.010000","I","0.010000","I","0.010000","I","0.010000","I","0.010000","I","0.010000","I","0.010000","I","0.010000","I","0.010000","I","0.010000","I","0.010000","I","0.010000","A","0.000000","I","0.000000","I","0.000000","A","0.000000","A","0.000000","A","0.000000","A","0.000000","A","0.000000","A"
"256","'442","Luxembourg","1355","Other Pesticides nes","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,"6.170000","I","6.170000","I","6.170000","I","6.170000","I","6.170000","I","6.170000","I","6.170000","I","6.170000","I","6.170000","I","6.170000","I","6.170000","I","6.170000","I","6.170000","A","10.960000","A","9.600000","A","0.000000","A","0.000000","A","0.680000","A","0.540000","A","0.000000","A","0.000000","A"
"129","'450","Madagascar","1357","Pesticides (total)","5157","Agricultural Use","tonnes","128.410000","E","131.000000","E","101.060000","E","109.410000","E","76.150000","E","73.080000","E","152.010000","E","139.890000","E","88.260000","E","49.520000","E","130.460000","E","87.590000","E","240.840000","E","146.760000","E","68.010000","E","114.510000","E","109.390000","E","93.880000","E","112.110000","E","143.900000","E","241.890000","E","310.360000","E","377.710000","E","507.940000","E","453.910000","E","401.390000","E","493.540000","E","642.780000","E","705.850000","E","746.050000","E","765.830000","E"
"129","'450","Madagascar","1309","Insecticides","5157","Agricultural Use","tonnes","81.410000","A","99.000000","A","66.000000","A","67.000000","A","47.000000","A","49.000000","A","87.000000","A","115.540000","A","46.000000","A","27.200000","A","59.450000","A","22.320000","A","200.600000","A","12.940000","A","13.380000","A","53.110000","A","29.480000","A","33.720000","A","34.970000","A","43.060000","A","99.190000","A","156.820000","A","159.280000","A","332.750000","A","237.000000","A","197.650000","A","249.260000","A","249.140000","A","282.750000","A","303.460000","A","227.200000","A"
"129","'450","Madagascar","1310","Insecticides – Chlorinated Hydrocarbons","5157","Agricultural Use","tonnes","28.000000","A","13.000000","A","1.000000","A","7.000000","A",,,,,"1.000000","A",,,"1.000000","A","1.000000","A","5.000000","A","1.000000","A",,,"0.690000","A","1.000000","A","7.130000","A",,,,,"1.400000","A","0.180000","A","0.350000","A","0.840000","A",,,,,"0.480000","A","2.380000","A","3.070000","A","4.930000","A","0.000000","A","0.000000","A","0.000000","A"
"129","'450","Madagascar","1311","Insecticides – Organo-phosphates","5157","Agricultural Use","tonnes","36.000000","A","69.000000","A","25.000000","A","43.000000","A","41.000000","A","19.000000","A","36.000000","A","105.000000","A","26.000000","A","4.000000","A","33.000000","A","13.000000","A",,,"9.150000","A","8.710000","A","20.210000","A","20.510000","A","25.180000","A","26.690000","A","35.460000","A","71.230000","A","123.000000","A","117.000000","A","247.000000","A","161.000000","A","149.680000","A","199.060000","A","191.580000","A","203.330000","A","231.550000","A","153.620000","A"
"129","'450","Madagascar","1312","Insecticides – Carbamates","5157","Agricultural Use","tonnes","16.000000","A","16.000000","A","19.000000","A","11.000000","A","4.000000","A","16.000000","A","31.000000","A","0.390000","A","14.000000","A","16.000000","A","14.000000","A","5.000000","A",,,"0.330000","A","0.810000","A","8.920000","A","1.170000","A","1.670000","A","0.520000","A","3.470000","A","1.680000","A","5.580000","A","11.300000","A","43.500000","A","23.500000","A","10.080000","A","7.770000","A","7.570000","A","11.150000","A","13.240000","A","12.720000","A"
"129","'450","Madagascar","1313","Insecticides – Pyrethroids","5157","Agricultural Use","tonnes","1.000000","A","1.000000","A","2.000000","A","4.000000","A","2.000000","A","1.000000","A","3.000000","A","0.150000","A","4.000000","A","6.000000","A","7.000000","A","3.000000","A",,,"2.320000","A","2.300000","A","16.430000","A","6.960000","A","6.110000","A","5.930000","A","3.920000","A","25.850000","A","25.320000","A","28.700000","A","40.400000","A","49.000000","A","32.980000","A","35.480000","A","38.970000","A","57.200000","A","47.270000","A","49.620000","A"
"129","'450","Madagascar","1314","Insecticides – Botanical products and biologicals","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.230000","A","0.010000","A","0.040000","A","0.020000","A","0.030000","A","0.120000","A","0.410000","A","0.110000","A","0.530000","A","0.050000","A"
