Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Unit,Y1961,Y1961F,Y1962,Y1962F,Y1963,Y1963F,Y1964,Y1964F,Y1965,Y1965F,Y1966,Y1966F,Y1967,Y1967F,Y1968,Y1968F,Y1969,Y1969F,Y1970,Y1970F,Y1971,Y1971F,Y1972,Y1972F,Y1973,Y1973F,Y1974,Y1974F,Y1975,Y1975F,Y1976,Y1976F,Y1977,Y1977F,Y1978,Y1978F,Y1979,Y1979F,Y1980,Y1980F,Y1981,Y1981F,Y1982,Y1982F,Y1983,Y1983F,Y1984,Y1984F,Y1985,Y1985F,Y1986,Y1986F,Y1987,Y1987F,Y1988,Y1988F,Y1989,Y1989F,Y1990,Y1990F,Y1991,Y1991F,Y1992,Y1992F,Y1993,Y1993F,Y1994,Y1994F,Y1995,Y1995F,Y1996,Y1996F,Y1997,Y1997F,Y1998,Y1998F,Y1999,Y1999F,Y2000,Y2000F,Y2001,Y2001F,Y2002,Y2002F,Y2003,Y2003F,Y2004,Y2004F,Y2005,Y2005F,Y2006,Y2006F,Y2007,Y2007F,Y2008,Y2008F,Y2009,Y2009F,Y2010,Y2010F,Y2011,Y2011F,Y2012,Y2012F,Y2013,Y2013F,Y2014,Y2014F,Y2015,Y2015F,Y2016,Y2016F,Y2017,Y2017F,Y2018,Y2018F,Y2019,Y2019F,Y2020,Y2020F
"143","'504","Morocco","3104","Nutrient potash K2O (total)","5159","Use per area of cropland","kg/ha","0.830000","E","1.440000","E","1.100000","E","0.980000","E","1.220000","E","1.670000","E","2.370000","E","2.330000","E","2.610000","E","2.130000","E","2.890000","E","2.770000","E","3.170000","E","3.790000","E","4.570000","E","4.150000","E","4.290000","E","4.070000","E","4.590000","E","4.620000","E","4.340000","E","4.820000","E","4.620000","E","4.800000","E","5.810000","E","5.930000","E","6.050000","E","6.860000","E","6.020000","E","6.460000","E","4.850000","E","5.620000","E","6.020000","E","5.570000","E","5.930000","E","5.670000","E","5.580000","E","5.110000","E","5.940000","E","5.290000","E","5.570000","E","7.480000","E","7.480000","E","6.790000","E","7.380000","E","6.950000","E","6.340000","E","6.830000","E","2.730000","E","2.350000","E","3.460000","E","2.550000","E","4.580000","E","9.070000","E","6.780000","E","6.300000","E","9.860000","E","16.120000","E","12.460000","E","10.870000","E"
"143","'504","Morocco","3104","Nutrient potash K2O (total)","5172","Use per capita","kg/cap","0.450000","E","0.770000","E","0.570000","E","0.510000","E","0.620000","E","0.840000","E","1.160000","E","1.130000","E","1.240000","E","1.000000","E","1.330000","E","1.260000","E","1.420000","E","1.660000","E","1.980000","E","1.770000","E","1.820000","E","1.730000","E","1.880000","E","1.850000","E","1.740000","E","1.900000","E","1.800000","E","1.850000","E","2.200000","E","2.220000","E","2.260000","E","2.540000","E","2.270000","E","2.460000","E","1.820000","E","2.120000","E","2.260000","E","2.090000","E","2.140000","E","2.060000","E","1.990000","E","1.810000","E","2.020000","E","1.770000","E","1.790000","E","2.360000","E","2.480000","E","2.040000","E","2.180000","E","2.020000","E","1.820000","E","1.950000","E","0.770000","E","0.650000","E","0.960000","E","0.720000","E","1.300000","E","2.410000","E","1.770000","E","1.770000","E","2.780000","E","4.260000","E","2.940000","E","2.760000","E"
"143","'504","Morocco","3104","Nutrient potash K2O (total)","5173","Use per value of agricultural production","kg/1000 Int.$","2.250000","E","3.360000","E","2.390000","E","2.130000","E","2.450000","E","3.800000","E","5.190000","E","3.770000","E","5.180000","E","4.190000","E","4.970000","E","5.020000","E","6.150000","E","6.570000","E","8.740000","E","7.270000","E","9.030000","E","7.360000","E","7.820000","E","7.950000","E","8.180000","E","7.580000","E","8.380000","E","8.330000","E","9.250000","E","7.930000","E","8.770000","E","8.400000","E","6.870000","E","8.140000","E","5.380000","E","8.110000","E","8.750000","E","6.630000","E","9.480000","E","6.180000","E","6.910000","E","5.680000","E","6.780000","E","6.640000","E","6.230000","E","7.640000","E","7.040000","E","5.830000","E","6.680000","E","5.260000","E","5.690000","E","5.580000","E","1.880000","E","1.580000","E","2.270000","E","1.790000","E","3.090000","E","5.710000","E","3.940000","E","4.690000","E","6.360000","E","9.250000","E","6.760000","E","7.040000","E"
"144","'508","Mozambique","3102","Nutrient nitrogen N (total)","5159","Use per area of cropland","kg/ha","0.940000","E","0.940000","E","1.120000","E","1.870000","E","1.860000","E","1.340000","E","1.360000","E","1.470000","E","1.390000","E","1.390000","E","2.160000","E","2.870000","E","2.920000","E","1.200000","E","1.190000","E","2.160000","E","3.260000","E","4.520000","E","3.480000","E","5.230000","E","6.380000","E","6.190000","E","2.320000","E","0.510000","E","0.500000","E","0.580000","E","0.850000","E","0.310000","E","0.470000","E","0.600000","E","0.560000","E","0.800000","E","0.530000","E","1.320000","E","1.290000","E","1.760000","E","0.360000","E","0.900000","E","1.910000","E","2.340000","E","3.760000","E","3.770000","E","0.390000","E","0.700000","E","1.220000","E","3.330000","E","2.100000","E","7.410000","E","2.620000","E","7.290000","E","5.480000","E","4.000000","E","4.480000","E","5.640000","E","2.300000","E","3.230000","E","3.800000","E","4.460000","E","4.460000","E","8.050000","E"
"144","'508","Mozambique","3102","Nutrient nitrogen N (total)","5172","Use per capita","kg/cap","0.340000","E","0.330000","E","0.390000","E","0.640000","E","0.620000","E","0.440000","E","0.440000","E","0.480000","E","0.460000","E","0.460000","E","0.710000","E","0.920000","E","0.930000","E","0.370000","E","0.360000","E","0.640000","E","0.940000","E","1.270000","E","0.950000","E","1.390000","E","1.690000","E","1.640000","E","0.600000","E","0.130000","E","0.130000","E","0.160000","E","0.230000","E","0.090000","E","0.130000","E","0.170000","E","0.160000","E","0.220000","E","0.140000","E","0.330000","E","0.320000","E","0.440000","E","0.090000","E","0.230000","E","0.460000","E","0.550000","E","0.880000","E","0.940000","E","0.090000","E","0.170000","E","0.310000","E","0.810000","E","0.530000","E","1.880000","E","0.660000","E","1.840000","E","1.350000","E","0.960000","E","1.040000","E","1.280000","E","0.510000","E","0.690000","E","0.790000","E","0.900000","E","0.870000","E","1.530000","E"
"144","'508","Mozambique","3102","Nutrient nitrogen N (total)","5173","Use per value of agricultural production","kg/1000 Int.$","1.860000","E","1.810000","E","2.150000","E","3.400000","E","3.480000","E","2.450000","E","2.410000","E","2.500000","E","2.440000","E","2.410000","E","3.620000","E","4.660000","E","4.650000","E","1.970000","E","2.120000","E","4.030000","E","6.180000","E","8.670000","E","6.680000","E","9.680000","E","11.870000","E","12.240000","E","4.850000","E","1.120000","E","1.120000","E","1.310000","E","1.990000","E","0.730000","E","1.090000","E","1.340000","E","1.220000","E","1.980000","E","1.160000","E","2.910000","E","2.470000","E","3.120000","E","0.630000","E","1.510000","E","3.100000","E","4.020000","E","6.240000","E","7.690000","E","0.650000","E","1.160000","E","2.310000","E","5.640000","E","3.690000","E","14.030000","E","4.270000","E","11.420000","E","8.020000","E","5.810000","E","7.140000","E","9.320000","E","4.100000","E","5.500000","E","5.770000","E","5.690000","E","5.590000","E","10.360000","E"
"144","'508","Mozambique","3103","Nutrient phosphate P2O5 (total)","5159","Use per area of cropland","kg/ha","0.210000","E","0.230000","E","0.220000","E","0.370000","E","0.370000","E","0.190000","E","0.180000","E","0.160000","E","0.530000","E","0.340000","E","0.600000","E","1.350000","E","0.620000","E","0.360000","E","0.580000","E","0.940000","E","1.160000","E","1.840000","E","3.060000","E","3.230000","E","4.760000","E","3.960000","E","1.330000","E","0.520000","E","0.440000","E","0.730000","E","0.710000","E","0.080000","E","0.080000","E","0.050000","E","0.460000","E","0.320000","E","0.050000","E","0.080000","E","0.080000","E","0.080000","E","0.630000","E","0.380000","E",,,"0.820000","E","0.470000","E","0.430000","E","0.290000","E","0.720000","E","0.080000","E","0.550000","E","0.200000","E","1.830000","E","0.810000","E","0.430000","E","1.250000","E","0.610000","E","0.440000","E","0.970000","E","0.860000","E","0.410000","E","0.700000","E","0.700000","E","0.700000","E","1.360000","E"
"144","'508","Mozambique","3103","Nutrient phosphate P2O5 (total)","5172","Use per capita","kg/cap","0.070000","E","0.080000","E","0.080000","E","0.130000","E","0.120000","E","0.060000","E","0.060000","E","0.050000","E","0.180000","E","0.110000","E","0.200000","E","0.430000","E","0.200000","E","0.110000","E","0.180000","E","0.280000","E","0.340000","E","0.520000","E","0.840000","E","0.860000","E","1.260000","E","1.050000","E","0.350000","E","0.140000","E","0.120000","E","0.200000","E","0.200000","E","0.020000","E","0.020000","E","0.020000","E","0.130000","E","0.090000","E","0.010000","E","0.020000","E","0.020000","E","0.020000","E","0.160000","E","0.100000","E",,,"0.190000","E","0.110000","E","0.110000","E","0.070000","E","0.170000","E","0.020000","E","0.130000","E","0.050000","E","0.470000","E","0.200000","E","0.110000","E","0.310000","E","0.150000","E","0.100000","E","0.220000","E","0.190000","E","0.090000","E","0.150000","E","0.140000","E","0.140000","E","0.260000","E"
"144","'508","Mozambique","3103","Nutrient phosphate P2O5 (total)","5173","Use per value of agricultural production","kg/1000 Int.$","0.410000","E","0.430000","E","0.430000","E","0.680000","E","0.700000","E","0.340000","E","0.330000","E","0.280000","E","0.930000","E","0.590000","E","1.010000","E","2.200000","E","0.980000","E","0.580000","E","1.030000","E","1.740000","E","2.200000","E","3.530000","E","5.880000","E","5.980000","E","8.860000","E","7.830000","E","2.780000","E","1.150000","E","0.980000","E","1.630000","E","1.660000","E","0.200000","E","0.190000","E","0.120000","E","0.990000","E","0.790000","E","0.120000","E","0.170000","E","0.150000","E","0.130000","E","1.090000","E","0.640000","E",,,"1.410000","E","0.780000","E","0.870000","E","0.480000","E","1.180000","E","0.160000","E","0.930000","E","0.350000","E","3.470000","E","1.320000","E","0.680000","E","1.840000","E","0.890000","E","0.700000","E","1.600000","E","1.530000","E","0.700000","E","1.070000","E","0.890000","E","0.880000","E","1.750000","E"
"144","'508","Mozambique","3104","Nutrient potash K2O (total)","5159","Use per area of cropland","kg/ha","0.190000","E","0.190000","E","0.260000","E","0.300000","E","0.300000","E","0.330000","E","0.350000","E","0.490000","E","0.570000","E","0.450000","E","0.540000","E","0.890000","E","0.580000","E","0.700000","E","0.130000","E","0.520000","E","0.260000","E","0.320000","E","1.160000","E","0.450000","E","2.000000","E","0.930000","E","0.900000","E","0.140000","E","0.190000","E","0.410000","E","0.280000","E","0.060000","E","0.110000","E","0.050000","E","0.350000","E","0.190000","E","0.270000","E","0.260000","E","0.640000","E","0.200000","E","0.580000","E","0.610000","E",,,"0.290000","E","1.620000","E","1.470000","E","0.020000","E","0.720000","E","0.060000","E","0.530000","E","0.240000","E","1.670000","E","0.410000","E","0.060000","E","0.250000","E","0.730000","E","0.700000","E","0.550000","E","1.170000","E","0.700000","E","0.380000","E","1.220000","E","1.220000","E","1.240000","E"
"144","'508","Mozambique","3104","Nutrient potash K2O (total)","5172","Use per capita","kg/cap","0.070000","E","0.070000","E","0.090000","E","0.100000","E","0.100000","E","0.110000","E","0.110000","E","0.160000","E","0.190000","E","0.150000","E","0.180000","E","0.290000","E","0.190000","E","0.220000","E","0.040000","E","0.150000","E","0.070000","E","0.090000","E","0.320000","E","0.120000","E","0.530000","E","0.250000","E","0.230000","E","0.040000","E","0.050000","E","0.110000","E","0.080000","E","0.020000","E","0.030000","E","0.020000","E","0.100000","E","0.050000","E","0.070000","E","0.070000","E","0.160000","E","0.050000","E","0.150000","E","0.150000","E",,,"0.070000","E","0.380000","E","0.370000","E","0.010000","E","0.180000","E","0.010000","E","0.130000","E","0.060000","E","0.420000","E","0.100000","E","0.020000","E","0.060000","E","0.170000","E","0.160000","E","0.120000","E","0.260000","E","0.150000","E","0.080000","E","0.250000","E","0.240000","E","0.240000","E"
"144","'508","Mozambique","3104","Nutrient potash K2O (total)","5173","Use per value of agricultural production","kg/1000 Int.$","0.370000","E","0.360000","E","0.500000","E","0.540000","E","0.560000","E","0.610000","E","0.610000","E","0.830000","E","1.000000","E","0.770000","E","0.900000","E","1.450000","E","0.930000","E","1.150000","E","0.230000","E","0.960000","E","0.490000","E","0.620000","E","2.230000","E","0.840000","E","3.720000","E","1.840000","E","1.880000","E","0.310000","E","0.430000","E","0.910000","E","0.660000","E","0.130000","E","0.260000","E","0.120000","E","0.760000","E","0.460000","E","0.580000","E","0.580000","E","1.230000","E","0.360000","E","1.000000","E","1.030000","E",,,"0.500000","E","2.690000","E","3.000000","E","0.040000","E","1.190000","E","0.110000","E","0.900000","E","0.420000","E","3.160000","E","0.670000","E","0.090000","E","0.370000","E","1.060000","E","1.110000","E","0.910000","E","2.070000","E","1.200000","E","0.570000","E","1.550000","E","1.530000","E","1.590000","E"
"28","'104","Myanmar","3102","Nutrient nitrogen N (total)","5159","Use per area of cropland","kg/ha","0.440000","E","0.490000","E","0.490000","E","0.580000","E","0.500000","E","0.570000","E","1.370000","E","1.100000","E","2.500000","E","1.430000","E","2.610000","E","3.050000","E","3.660000","E","3.830000","E","4.250000","E","4.290000","E","4.990000","E","6.790000","E","6.960000","E","6.670000","E","9.240000","E","11.380000","E","11.410000","E","12.660000","E","13.160000","E","11.420000","E","9.150000","E","6.670000","E","6.390000","E","5.740000","E","6.270000","E","5.480000","E","5.950000","E","10.980000","E","11.400000","E","12.910000","E","13.340000","E","13.300000","E","12.150000","E","15.720000","E","6.960000","E","3.040000","E","6.450000","E","9.470000","E","4.910000","E","5.940000","E","6.890000","E","5.200000","E","4.750000","E","4.200000","E","9.470000","E","10.700000","E","15.060000","E","19.150000","E","9.390000","E","12.010000","E","20.380000","E","21.550000","E","28.270000","E","30.470000","E"
"28","'104","Myanmar","3102","Nutrient nitrogen N (total)","5172","Use per capita","kg/cap","0.200000","E","0.220000","E","0.220000","E","0.250000","E","0.210000","E","0.240000","E","0.560000","E","0.440000","E","0.970000","E","0.550000","E","0.970000","E","1.110000","E","1.250000","E","1.270000","E","1.390000","E","1.370000","E","1.560000","E","2.070000","E","2.080000","E","1.950000","E","2.660000","E","3.210000","E","3.150000","E","3.420000","E","3.490000","E","2.970000","E","2.340000","E","1.670000","E","1.570000","E","1.400000","E","1.510000","E","1.300000","E","1.400000","E","2.550000","E","2.630000","E","2.940000","E","3.010000","E","2.960000","E","2.710000","E","3.530000","E","1.570000","E","0.680000","E","1.430000","E","2.100000","E","1.100000","E","1.360000","E","1.620000","E","1.250000","E","1.150000","E","1.010000","E","2.280000","E","2.550000","E","3.570000","E","4.510000","E","2.220000","E","2.820000","E","4.800000","E","5.050000","E","6.540000","E","7.020000","E"
"28","'104","Myanmar","3102","Nutrient nitrogen N (total)","5173","Use per value of agricultural production","kg/1000 Int.$","1.030000","E","1.030000","E","0.980000","E","1.130000","E","0.980000","E","1.310000","E","2.820000","E","2.140000","E","4.920000","E","2.740000","E","4.860000","E","5.960000","E","6.300000","E","6.560000","E","7.000000","E","6.960000","E","7.850000","E","9.820000","E","9.940000","E","8.220000","E","10.570000","E","12.450000","E","12.150000","E","13.160000","E","13.310000","E","11.540000","E","9.490000","E","7.110000","E","7.130000","E","6.520000","E","7.320000","E","5.670000","E","5.720000","E","9.840000","E","9.900000","E","10.890000","E","11.520000","E","11.120000","E","8.860000","E","10.830000","E","4.600000","E","1.940000","E","3.810000","E","5.220000","E","2.460000","E","2.740000","E","3.120000","E","2.240000","E","1.990000","E","1.720000","E","4.050000","E","4.630000","E","6.250000","E","7.940000","E","3.820000","E","4.890000","E","8.340000","E","8.670000","E","11.270000","E","12.250000","E"
"28","'104","Myanmar","3103","Nutrient phosphate P2O5 (total)","5159","Use per area of cropland","kg/ha","0.100000","E","0.100000","E","0.100000","E","0.100000","E","0.100000","E","0.290000","E","1.210000","E","0.540000","E","1.170000","E","0.540000","E","1.480000","E","1.410000","E","0.430000","E","0.420000","E","1.080000","E","0.670000","E","1.020000","E","1.440000","E","2.120000","E","3.020000","E","2.970000","E","4.280000","E","3.250000","E","4.660000","E","4.730000","E","4.880000","E","2.440000","E","1.870000","E","1.720000","E","1.470000","E","1.440000","E","1.090000","E","2.350000","E","3.170000","E","5.660000","E","3.260000","E","3.460000","E","3.400000","E","2.830000","E","3.310000","E","1.480000","E","0.800000","E","2.220000","E","5.260000","E","0.730000","E","1.590000","E","5.910000","E","1.120000","E","0.400000","E","0.860000","E","2.670000","E","1.720000","E","1.070000","E","1.160000","E","1.190000","E","2.480000","E","7.450000","E","11.710000","E","14.480000","E","11.310000","E"
"28","'104","Myanmar","3103","Nutrient phosphate P2O5 (total)","5172","Use per capita","kg/cap","0.050000","E","0.040000","E","0.040000","E","0.040000","E","0.040000","E","0.120000","E","0.490000","E","0.210000","E","0.460000","E","0.210000","E","0.550000","E","0.520000","E","0.150000","E","0.140000","E","0.350000","E","0.220000","E","0.320000","E","0.440000","E","0.630000","E","0.890000","E","0.850000","E","1.210000","E","0.900000","E","1.260000","E","1.250000","E","1.270000","E","0.620000","E","0.470000","E","0.420000","E","0.360000","E","0.350000","E","0.260000","E","0.550000","E","0.740000","E","1.300000","E","0.740000","E","0.780000","E","0.760000","E","0.630000","E","0.740000","E","0.330000","E","0.180000","E","0.490000","E","1.170000","E","0.160000","E","0.360000","E","1.390000","E","0.270000","E","0.100000","E","0.210000","E","0.640000","E","0.410000","E","0.250000","E","0.270000","E","0.280000","E","0.580000","E","1.750000","E","2.740000","E","3.350000","E","2.610000","E"
"28","'104","Myanmar","3103","Nutrient phosphate P2O5 (total)","5173","Use per value of agricultural production","kg/1000 Int.$","0.230000","E","0.210000","E","0.200000","E","0.190000","E","0.190000","E","0.660000","E","2.480000","E","1.040000","E","2.310000","E","1.030000","E","2.760000","E","2.760000","E","0.740000","E","0.720000","E","1.780000","E","1.090000","E","1.600000","E","2.080000","E","3.020000","E","3.730000","E","3.400000","E","4.680000","E","3.450000","E","4.840000","E","4.790000","E","4.930000","E","2.540000","E","1.990000","E","1.920000","E","1.670000","E","1.680000","E","1.120000","E","2.250000","E","2.840000","E","4.910000","E","2.750000","E","2.990000","E","2.840000","E","2.060000","E","2.280000","E","0.980000","E","0.510000","E","1.310000","E","2.900000","E","0.370000","E","0.740000","E","2.670000","E","0.480000","E","0.170000","E","0.350000","E","1.140000","E","0.750000","E","0.440000","E","0.480000","E","0.490000","E","1.010000","E","3.050000","E","4.710000","E","5.770000","E","4.550000","E"
"28","'104","Myanmar","3104","Nutrient potash K2O (total)","5159","Use per area of cropland","kg/ha","0.050000","E","0.050000","E","0.100000","E","0.190000","E","0.290000","E","0.290000","E","0.340000","E","0.070000","E","0.280000","E","0.140000","E","0.130000","E","0.150000","E","0.070000","E","0.240000","E","0.150000","E","0.150000","E","0.190000","E","0.320000","E","0.220000","E","0.310000","E","0.280000","E","1.050000","E","1.190000","E","1.380000","E","1.390000","E","1.440000","E","0.880000","E","0.180000","E","0.170000","E","0.290000","E","0.550000","E","0.120000","E","0.260000","E","0.220000","E","0.750000","E","0.990000","E","0.710000","E","0.230000","E","0.880000","E","0.570000","E","0.560000","E","0.150000","E","0.850000","E","3.590000","E","0.340000","E","0.730000","E","1.490000","E","0.480000","E","0.390000","E","0.820000","E","1.060000","E","1.310000","E","1.000000","E","1.050000","E","1.120000","E","1.980000","E","6.250000","E","10.170000","E","13.150000","E","10.370000","E"
"28","'104","Myanmar","3104","Nutrient potash K2O (total)","5172","Use per capita","kg/cap","0.020000","E","0.020000","E","0.040000","E","0.080000","E","0.120000","E","0.120000","E","0.140000","E","0.030000","E","0.110000","E","0.050000","E","0.050000","E","0.050000","E","0.020000","E","0.080000","E","0.050000","E","0.050000","E","0.060000","E","0.100000","E","0.070000","E","0.090000","E","0.080000","E","0.300000","E","0.330000","E","0.370000","E","0.370000","E","0.380000","E","0.220000","E","0.040000","E","0.040000","E","0.070000","E","0.130000","E","0.030000","E","0.060000","E","0.050000","E","0.170000","E","0.220000","E","0.160000","E","0.050000","E","0.190000","E","0.130000","E","0.130000","E","0.030000","E","0.190000","E","0.800000","E","0.080000","E","0.170000","E","0.350000","E","0.120000","E","0.090000","E","0.200000","E","0.250000","E","0.310000","E","0.240000","E","0.250000","E","0.260000","E","0.460000","E","1.470000","E","2.380000","E","3.040000","E","2.390000","E"
"28","'104","Myanmar","3104","Nutrient potash K2O (total)","5173","Use per value of agricultural production","kg/1000 Int.$","0.110000","E","0.100000","E","0.200000","E","0.380000","E","0.580000","E","0.660000","E","0.690000","E","0.140000","E","0.560000","E","0.260000","E","0.240000","E","0.280000","E","0.120000","E","0.400000","E","0.240000","E","0.240000","E","0.300000","E","0.460000","E","0.310000","E","0.380000","E","0.320000","E","1.150000","E","1.270000","E","1.440000","E","1.410000","E","1.460000","E","0.910000","E","0.190000","E","0.190000","E","0.330000","E","0.640000","E","0.130000","E","0.250000","E","0.200000","E","0.650000","E","0.830000","E","0.610000","E","0.190000","E","0.640000","E","0.390000","E","0.370000","E","0.090000","E","0.500000","E","1.980000","E","0.170000","E","0.340000","E","0.670000","E","0.210000","E","0.160000","E","0.330000","E","0.450000","E","0.570000","E","0.420000","E","0.440000","E","0.450000","E","0.810000","E","2.560000","E","4.090000","E","5.240000","E","4.170000","E"
"147","'516","Namibia","3102","Nutrient nitrogen N (total)","5159","Use per area of cropland","kg/ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.120000","E","0.120000","E","0.120000","E","0.120000","E","3.560000","E","0.980000","E","2.410000","E","1.220000","E","2.310000","E","1.650000","E","0.260000","E","1.570000","E","3.520000","E","6.010000","E","12.980000","E","9.550000","E","4.790000","E","12.040000","E","24.260000","E","23.260000","E","25.130000","E","23.280000","E","3.370000","E"
"147","'516","Namibia","3102","Nutrient nitrogen N (total)","5172","Use per capita","kg/cap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.060000","E","0.060000","E","0.060000","E","0.050000","E","1.580000","E","0.430000","E","1.030000","E","0.520000","E","0.960000","E","0.670000","E","0.100000","E","0.610000","E","1.340000","E","2.260000","E","4.790000","E","3.460000","E","1.700000","E","4.210000","E","8.330000","E","7.840000","E","8.310000","E","7.560000","E","1.070000","E"
"147","'516","Namibia","3102","Nutrient nitrogen N (total)","5173","Use per value of agricultural production","kg/1000 Int.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.260000","E","0.220000","E","0.180000","E","0.200000","E","5.980000","E","1.570000","E","4.000000","E","2.050000","E","3.760000","E","2.690000","E","0.420000","E","2.520000","E","5.540000","E","9.410000","E","19.590000","E","14.890000","E","7.320000","E","18.900000","E","38.940000","E","34.810000","E","38.670000","E","37.590000","E","5.120000","E"
"147","'516","Namibia","3103","Nutrient phosphate P2O5 (total)","5159","Use per area of cropland","kg/ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.240000","E","0.240000","E","0.240000","E","0.180000","E","0.250000","E","0.420000","E","0.370000","E","0.260000","E","0.360000","E","0.020000","E","0.000000","E","0.480000","E","0.330000","E","1.190000","E","0.820000","E","0.750000","E","0.740000","E","1.120000","E","0.890000","E","1.220000","E","1.620000","E","0.080000","E"
"147","'516","Namibia","3103","Nutrient phosphate P2O5 (total)","5172","Use per capita","kg/cap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.110000","E","0.110000","E","0.110000","E","0.080000","E","0.110000","E","0.180000","E","0.160000","E","0.110000","E","0.150000","E","0.010000","E","0.000000","E","0.180000","E","0.120000","E","0.440000","E","0.300000","E","0.270000","E","0.260000","E","0.380000","E","0.300000","E","0.400000","E","0.520000","E","0.030000","E"
"147","'516","Namibia","3103","Nutrient phosphate P2O5 (total)","5173","Use per value of agricultural production","kg/1000 Int.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.440000","E","0.360000","E","0.400000","E","0.300000","E","0.400000","E","0.690000","E","0.620000","E","0.430000","E","0.590000","E","0.040000","E","0.000000","E","0.760000","E","0.510000","E","1.800000","E","1.280000","E","1.140000","E","1.160000","E","1.790000","E","1.330000","E","1.870000","E","2.610000","E","0.130000","E"
"147","'516","Namibia","3104","Nutrient potash K2O (total)","5159","Use per area of cropland","kg/ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.140000","E","0.170000","E","0.360000","E","0.310000","E","0.250000","E","0.420000","E","0.000000","E","0.000000","E","0.380000","E","0.190000","E","0.690000","E","0.370000","E","0.530000","E","0.800000","E","0.410000","E","0.580000","E","0.580000","E","0.300000","E","0.230000","E"
"147","'516","Namibia","3104","Nutrient potash K2O (total)","5172","Use per capita","kg/cap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.060000","E","0.070000","E","0.160000","E","0.130000","E","0.100000","E","0.170000","E","0.000000","E","0.000000","E","0.150000","E","0.070000","E","0.250000","E","0.130000","E","0.190000","E","0.280000","E","0.140000","E","0.190000","E","0.190000","E","0.100000","E","0.070000","E"
"147","'516","Namibia","3104","Nutrient potash K2O (total)","5173","Use per value of agricultural production","kg/1000 Int.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.240000","E","0.270000","E","0.600000","E","0.510000","E","0.410000","E","0.690000","E","0.000000","E","0.000000","E","0.600000","E","0.300000","E","1.040000","E","0.570000","E","0.820000","E","1.260000","E","0.660000","E","0.860000","E","0.890000","E","0.480000","E","0.350000","E"
"148","'520","Nauru","3102","Nutrient nitrogen N (total)","5159","Use per area of cropland","kg/ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000000","E","0.000000","E","0.000000","E","0.010000","E","0.000000","E","0.000000","E","0.000000","E","0.000000","E","0.000000","E"
"148","'520","Nauru","3102","Nutrient nitrogen N (total)","5172","Use per capita","kg/cap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000000","E","0.000000","E","0.000000","E","0.000000","E","0.000000","E","0.000000","E","0.000000","E","0.000000","E","0.000000","E"
"148","'520","Nauru","3102","Nutrient nitrogen N (total)","5173","Use per value of agricultural production","kg/1000 Int.$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000000","E","0.000000","E","0.000000","E","0.010000","E","0.000000","E","0.000000","E","0.000000","E","0.000000","E","0.000000","E"
"148","'520","Nauru","3103","Nutrient phosphate P2O5 (total)","5159","Use per area of cropland","kg/ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000000","E","0.000000","E","0.000000","E","0.000000","E","0.000000","E","0.000000","E","0.000000","E","0.120000","E","0.080000","E"
